title,writer,pony,dialog
The Hearth's Warming Club,Brian Hohlfeld,yona,Ugh! Yak not do this! Yona offended by accusation!
The Hearth's Warming Club,Brian Hohlfeld,twilight sparkle,"We don't know what happened. Maybe this wasn't even on purpose. But I want to give whoever caused this mess a chance to tell the truth and explain themselves. I'll make it easy for you. Close your eyes. Now, if you did this, raise your hoof. Or claw. Or whatever."
The Hearth's Warming Club,Brian Hohlfeld,twilight sparkle,"[sighs] Come on, Spike. Looks like we have to<U+0097> Spike, you can open your eyes."
The Hearth's Warming Club,Brian Hohlfeld,spike,What? Oh!
The Hearth's Warming Club,Brian Hohlfeld,rainbow dash,"Uh, what about me?"
The Hearth's Warming Club,Brian Hohlfeld,twilight sparkle,You all can.
The Hearth's Warming Club,Brian Hohlfeld,twilight sparkle,"But since nocreature took responsibility for this mess, you're all gonna have to help clean it up before you can go home."
The Hearth's Warming Club,Brian Hohlfeld,smolder,Why do I have to stay?!
The Hearth's Warming Club,Brian Hohlfeld,sandbar,"Aw, but the holidays!"
The Hearth's Warming Club,Brian Hohlfeld,twilight sparkle,"While you're cleaning, we'll bring you into my office one at a time. Since honesty is one of the Elements of Harmony, we want to give you each a chance to tell us the truth."
The Hearth's Warming Club,Brian Hohlfeld,rainbow dash,"And once we find out who did it, just you wait! We're gonna...! We'll...! What are we gonna do exactly?"
The Hearth's Warming Club,Brian Hohlfeld,twilight sparkle,[sighs] The guilty party won't be going home over Hearth's Warming break. She or he will stay here for some one-on-one friendship lessons.
The Hearth's Warming Club,Brian Hohlfeld,silverstream,But what if none of us confesses?
The Hearth's Warming Club,Brian Hohlfeld,twilight sparkle,Then... [sighs] I guess there's no holidays for anycreature. You'll all stay over the break.
The Hearth's Warming Club,Brian Hohlfeld,twilight sparkle,"All right, let's get to the bottom of this. Who wants to be interviewed first?"
The Hearth's Warming Club,Brian Hohlfeld,gallus,Eh. I'll go. Beats mop duty.
The Hearth's Warming Club,Brian Hohlfeld,silverstream,"Hey, I know! We can make a game out of this! See who finishes cleaning up first!"
The Hearth's Warming Club,Brian Hohlfeld,smolder,Let's save time and cut to the chase. Which one of you did it?
The Hearth's Warming Club,Brian Hohlfeld,ocellus,I would never do something this horrible! I love Hearth's Warming Eve! And I do not want to miss going home for it.
The Hearth's Warming Club,Brian Hohlfeld,sandbar,Huh. I didn't even know changelings celebrated Hearth's Warming.
The Hearth's Warming Club,Brian Hohlfeld,ocellus,"Oh, yes! It's our favorite holiday! Well, since Headmare Twilight shared it with us last year. She gave our hive very clear instructions."
The Hearth's Warming Club,Brian Hohlfeld,ocellus,"[clears throat, reading] ""Welcome to the traditions and fun of Hearth's Warming! Here's a guide to help you enjoy this celebration of pony history. Families start the holidays by putting the tree up!"""
The Hearth's Warming Club,Brian Hohlfeld,ocellus,"[reading] ""Thirsty? Dive into some holiday punch!"""
The Hearth's Warming Club,Brian Hohlfeld,ocellus,"[reading] ""Just before bed, everypony exchanges gifts."""
The Hearth's Warming Club,Brian Hohlfeld,ocellus,It doesn't say how long we keep doing this.
The Hearth's Warming Club,Brian Hohlfeld,ocellus,"[reading] ""And to finish celebrating, you can build a fire, light it up, and sing carols."""
The Hearth's Warming Club,Brian Hohlfeld,sandbar,You might have misunderstood things just a little.
The Hearth's Warming Club,Brian Hohlfeld,ocellus,Eh. We may not have done everything exactly the way you do. But we made our own traditions! And I can't wait to do it all again this year!
The Hearth's Warming Club,Brian Hohlfeld,smolder,If we ever get out of here.
The Hearth's Warming Club,Brian Hohlfeld,twilight sparkle,Ocellus? Your turn.
The Hearth's Warming Club,Brian Hohlfeld,silverstream,What happened?
The Hearth's Warming Club,Brian Hohlfeld,gallus,What do you think happened? I told her I didn't do it.
The Hearth's Warming Club,Brian Hohlfeld,yona,Ugh! Yona tired of waiting! Yaks always home for holidays!
The Hearth's Warming Club,Brian Hohlfeld,sandbar,"How do you celebrate Hearth's Warming in Yakyakistan, Yona?"
The Hearth's Warming Club,Brian Hohlfeld,yona,"Yaks do not. Our holiday much better. Is called Snilldar Fest. Night before, yaks gather things to smash and put them in big pile. Then in morning, we smash them! In afternoon, we smash them again! In evening<U+0097>"
The Hearth's Warming Club,Brian Hohlfeld,gallus,"So it's just about smashing stuff, like all your other holidays."
The Hearth's Warming Club,Brian Hohlfeld,yona,"No! How griffon get that idea? This holiday about so much more. Last year, for example. Most perfect Snilldar ever."
The Hearth's Warming Club,Brian Hohlfeld,yona,"[voiceover] Whole family <U+0096> grandpa, grandma yak, Yona's brother, sister, mother, father yak <U+0096> all go to woods singing yak song."
The Hearth's Warming Club,Brian Hohlfeld,yona,[voiceover] Calves in family pick out perfect smashing log. Then yaks smash it!
The Hearth's Warming Club,Brian Hohlfeld,yona,[voiceover] Then yak family build perfect snow fort... and smash it!
The Hearth's Warming Club,Brian Hohlfeld,yona,[voiceover] Then we hang perfect things on perfect moss pile and<U+0097>
The Hearth's Warming Club,Brian Hohlfeld,yona,"What you think yaks are, barbarians? Moss pile is for special family rituals. Last year, ritual for Yona."
The Hearth's Warming Club,Brian Hohlfeld,yona,[voiceover] All yak family gather around Yona and braid Yona hair for first time.
The Hearth's Warming Club,Brian Hohlfeld,gallus,"So, to recap... Your holiday is about smashing things and family."
The Hearth's Warming Club,Brian Hohlfeld,silverstream,"Happy Snilldar to you too, Yona! It's so cool to learn new traditions from new friends!"
The Hearth's Warming Club,Brian Hohlfeld,smolder,"Yeah, well, one of these new friends has gotten us all in trouble. And they'd better confess soon."
The Hearth's Warming Club,Brian Hohlfeld,ocellus,"Sandbar? Sorry, but they said they want you to go in next."
The Hearth's Warming Club,Brian Hohlfeld,silverstream,"Why the rush to get home, Smolder? Like you said, dragons don't really have holidays, do they?"
The Hearth's Warming Club,Brian Hohlfeld,smolder,Meh.
The Hearth's Warming Club,Brian Hohlfeld,ocellus,[gasps] That's so sad! You must do something in the winter for fun.
The Hearth's Warming Club,Brian Hohlfeld,smolder,"Well, we do have the Feast of Fire. Everydragon gets together and tells stories. The best one wins a pile of gemstones."
The Hearth's Warming Club,Brian Hohlfeld,yona,"Ooh, what story won last year?"
The Hearth's Warming Club,Brian Hohlfeld,smolder,"It was called ""A Dream Come True""."
The Hearth's Warming Club,Brian Hohlfeld,silverstream,"Come on, now you've gotta tell it!"
The Hearth's Warming Club,Brian Hohlfeld,smolder,"Ugh, fine. Once upon a time, there was this sad little dragon."
The Hearth's Warming Club,Brian Hohlfeld,smolder,[narrating] Her name was Scales. She lived alone in the wilderness with nothing to eat.
The Hearth's Warming Club,Brian Hohlfeld,smolder,"[narrating] But one night, as she sat alone in a storm, she heard something. It was the Dragon Lord! Scales was scared, but the Dragon Lord told her not to be afraid, that he was taking her to the Dragon Lands for a great feast."
The Hearth's Warming Club,Brian Hohlfeld,smolder,"[narrating] Scales sat with the Dragon Lord's family and friends and had the biggest, best dinner of gemstones she'd ever eaten! Then, while the dragons were telling stories, Scales thought it would be so easy to seize power from this feeble and sensitive Dragon Lord. She saw her chance... and took it!"
The Hearth's Warming Club,Brian Hohlfeld,smolder,"[narrating] She claimed the Bloodstone Scepter and took over the Dragon Lands! [as Scales, evil laughter] And forced the Dragon Lord to live out in the cold, just as she used to!"
The Hearth's Warming Club,Brian Hohlfeld,ocellus,That's a horrible story!
The Hearth's Warming Club,Brian Hohlfeld,smolder,"Maybe to you. But dragons like hearing about weak, kind creatures getting defeated."
The Hearth's Warming Club,Brian Hohlfeld,rainbow dash,Silverstream! You're up! Let's go!
The Hearth's Warming Club,Brian Hohlfeld,smolder,"So, did you tell them you did it?"
The Hearth's Warming Club,Brian Hohlfeld,sandbar,What?! No way! Why would I say that?
The Hearth's Warming Club,Brian Hohlfeld,smolder,You already live in Ponyville. Staying here over break is no big deal.
The Hearth's Warming Club,Brian Hohlfeld,yona,School of Friendship good place for pony to have pony holiday.
The Hearth's Warming Club,Brian Hohlfeld,sandbar,I'd still rather spend it with my family at home. Oh! That reminds me! I have the best holiday story ever! It's called...
The Hearth's Warming Club,Brian Hohlfeld,sandbar,"[voiceover] ""The Day My Hearth's Warming Doll Almost Fell into the Fire!"""
The Hearth's Warming Club,Brian Hohlfeld,sandbar,"[voiceover] Just before we went to bed, my mom, my dad, and my sister all put our Hearth's Warming Dolls up on the mantel, just like we do every year. But this year, I put my doll too close to the edge, and it fell!"
The Hearth's Warming Club,Brian Hohlfeld,sandbar,[in slow motion] Nooooooo!
The Hearth's Warming Club,Brian Hohlfeld,ocellus,[gasps] And?!
The Hearth's Warming Club,Brian Hohlfeld,sandbar,My doll hit the floor. But it could have gone in the fire!
The Hearth's Warming Club,Brian Hohlfeld,smolder,[sarcastic] That's a great story. And you told it really well.
The Hearth's Warming Club,Brian Hohlfeld,sandbar,Yeah. It was a Hearth's Warming miracle.
The Hearth's Warming Club,Brian Hohlfeld,rainbow dash,"Next! Smolder, come with me. Yona, Twilight's waiting for you."
The Hearth's Warming Club,Brian Hohlfeld,ocellus,"The last two. So if neither one of them confesses, that means..."
The Hearth's Warming Club,Brian Hohlfeld,silverstream,We're never going home!
The Hearth's Warming Club,Brian Hohlfeld,ocellus,We'll be here forever!
The Hearth's Warming Club,Brian Hohlfeld,sandbar,Beyond forever.
The Hearth's Warming Club,Brian Hohlfeld,silverstream,But I can't miss the Three Days of Freedom Celebration!
The Hearth's Warming Club,Brian Hohlfeld,gallus,[sarcastic] How long does that last?
The Hearth's Warming Club,Brian Hohlfeld,silverstream,"It used to be only one day, but now to commemorate our escape from the Storm King, we're adding two more days of awesome! See?"
The Hearth's Warming Club,Brian Hohlfeld,gallus,There's a book?
The Hearth's Warming Club,Brian Hohlfeld,silverstream,Mm-hmm! Queen Novo had these made for the Mount Aris board of tourism to explain it all to guests!
The Hearth's Warming Club,Brian Hohlfeld,silverstream,"[voiceover] We'll spend the first night in Seaquestria, thanking the ocean for protecting us from the Storm King. Sea-dancing, whale-singing, shell-stringing... Lots of ""ing""'s."
The Hearth's Warming Club,Brian Hohlfeld,silverstream,"[voiceover] The second day will be on Mount Aris, with sky-dancing and a wind song in the Harmonizing Heights to celebrate the Storm King's defeat. Then the third day, everycreature will party together, on land and sea! Grandparents and parents and sisters, uncles, brothers, acquaintances, neighbors, and cousins. And at the end of the night, Queen Novo is gonna give out presents!"
The Hearth's Warming Club,Brian Hohlfeld,gallus,"Wait. Hold on. ""Cousins""? What are those?"
The Hearth's Warming Club,Brian Hohlfeld,ocellus,"Your aunts and uncles' children. You know, part of your family. Heh. Oh. You're teasing us again, right?"
The Hearth's Warming Club,Brian Hohlfeld,sandbar,I'm guessing neither one of you confessed.
The Hearth's Warming Club,Brian Hohlfeld,yona,[sighs] Headmare Twilight say wait here.
The Hearth's Warming Club,Brian Hohlfeld,silverstream,Maybe they're changing their minds about sending us home.
The Hearth's Warming Club,Brian Hohlfeld,smolder,Why would they? Face it. We're stuck here.
The Hearth's Warming Club,Brian Hohlfeld,ocellus,[sniffles] But-but-but I have to go home!
The Hearth's Warming Club,Brian Hohlfeld,silverstream,My mom makes the best kelp fritters.
The Hearth's Warming Club,Brian Hohlfeld,sandbar,How can you be so cool about this?
The Hearth's Warming Club,Brian Hohlfeld,smolder,We're mad. We just show it differently.
The Hearth's Warming Club,Brian Hohlfeld,sandbar,More like you don't show it at all.
The Hearth's Warming Club,Brian Hohlfeld,yona,What pony getting at?
The Hearth's Warming Club,Brian Hohlfeld,silverstream,Maybe it wasn't just one prankster. Maybe there were three of you. And you're trying to hide your guilt by not being upset!
The Hearth's Warming Club,Brian Hohlfeld,ocellus,It does make sense.
The Hearth's Warming Club,Brian Hohlfeld,gallus,"Guys, stop it."
The Hearth's Warming Club,Brian Hohlfeld,smolder,Or maybe whoever did it is only pretending to be upset to throw us off.
The Hearth's Warming Club,Brian Hohlfeld,ocellus,Me?! But I didn't!
The Hearth's Warming Club,Brian Hohlfeld,gallus,"Come on, let it go."
The Hearth's Warming Club,Brian Hohlfeld,sandbar,"Come on! Ocellus, you know you did it! Just fess up!"
The Hearth's Warming Club,Brian Hohlfeld,gallus,"I said, stop fighting! That's not what the holidays are about! No matter what you call them or how you celebrate! D-Do you know how lucky you all are? With your stories about sharing and-and kindness and getting together with everycreature that you care about?"
The Hearth's Warming Club,Brian Hohlfeld,ocellus,"But griffons do that too, don't they?"
The Hearth's Warming Club,Brian Hohlfeld,smolder,Some holiday about a moon?
The Hearth's Warming Club,Brian Hohlfeld,gallus,"[sighs] Blue Moon Festival. The one time of year when griffons are nice to each other. Well, as nice as we can be."
The Hearth's Warming Club,Brian Hohlfeld,gallus,[voiceover] Families get together to eat and then complain about the food and give each other presents they don't like and mostly just try not to yell at each other.
The Hearth's Warming Club,Brian Hohlfeld,silverstream,"Well, at least you get to be with your family."
The Hearth's Warming Club,Brian Hohlfeld,gallus,No... because I don't have a family.
The Hearth's Warming Club,Brian Hohlfeld,sandbar,[voiceover] What about Grampa Gruff?
The Hearth's Warming Club,Brian Hohlfeld,gallus,[voiceover] That's just his name. He's not anygriff's actual grandpa. I felt like I never had a place in Griffonstone.
The Hearth's Warming Club,Brian Hohlfeld,gallus,"Then I came here and, well, met all of you. So I don't want to go home for the break. And that's why... I did it!"
The Hearth's Warming Club,Brian Hohlfeld,yona,[gasps] Griffon mess up decorations?!
The Hearth's Warming Club,Brian Hohlfeld,gallus,Yeah. It was me. I put goo powder in the Fire of Friendship.
The Hearth's Warming Club,Brian Hohlfeld,sandbar,So it wasn't Ocellus?
The Hearth's Warming Club,Brian Hohlfeld,ocellus,Why would you ruin things for us?
The Hearth's Warming Club,Brian Hohlfeld,gallus,"I didn't plan to! I just figured if I made a mess, our teachers would make us stay to clean up. We'd be together a little longer."
The Hearth's Warming Club,Brian Hohlfeld,smolder,"Well, it worked, didn't it?"
The Hearth's Warming Club,Brian Hohlfeld,gallus,"Better than I thought. And when Headmare Twilight threatened to cancel winter break, that meant I would get to be with all of you through the entire holiday. That's why I didn't confess."
The Hearth's Warming Club,Brian Hohlfeld,sandbar,"So, why are you admitting this now?"
The Hearth's Warming Club,Brian Hohlfeld,gallus,"I hated seeing all you fighting and-and blaming each other. That's the opposite of what all your holidays mean. Except maybe yours, Smolder. I can't keep all of you from the happiness of your homes and families just because I feel bad. I'm sorry. Don't worry. You won't have to tell our teachers. I will."
The Hearth's Warming Club,Brian Hohlfeld,twilight sparkle,You don't have to. We already know.
The Hearth's Warming Club,Brian Hohlfeld,rainbow dash,We kinda guessed it was you. But we wanted to give you the chance to tell the truth.
The Hearth's Warming Club,Brian Hohlfeld,twilight sparkle,"I'm proud that you did, and I'm glad to see you've been paying attention in Professor Applejack's honesty classes. But you're still going to have to make amends and stay over break for extra friendship lessons by yourself."
The Hearth's Warming Club,Brian Hohlfeld,silverstream,I'll stay with him.
The Hearth's Warming Club,Brian Hohlfeld,ocellus,"Me, too!"
The Hearth's Warming Club,Brian Hohlfeld,yona,Yona stay also!
The Hearth's Warming Club,Brian Hohlfeld,sandbar,I'm staying!
The Hearth's Warming Club,Brian Hohlfeld,smolder,What? All right. I guess pony holidays can't be that bad.
The Hearth's Warming Club,Brian Hohlfeld,sandbar,Now you can finally know what it's like to spend Hearth's Warming with friends who care about you.
The Hearth's Warming Club,Brian Hohlfeld,rainbow dash,"[whispering, to Twilight Sparkle] Looks like they don't really need any extra lessons."
The Hearth's Warming Club,Brian Hohlfeld,twilight sparkle,"Since you obviously know that Hearth's Warming is about coming together, I'd be honored if all of you would join my friends as guests at our holiday table."
The Hearth's Warming Club,Brian Hohlfeld,twilight sparkle,After we finish cleaning up.
The Hearth's Warming Club,Brian Hohlfeld,sandbar,"Hey, this reminds me of another story! ""The Time I Almost Spilled Grape Juice on the White Couch""!"
The Hearth's Warming Club,Brian Hohlfeld,smolder,Does it have a depressing ending?
The Hearth's Warming Club,Brian Hohlfeld,ocellus,I'm not sure pony stories work that way.
The Hearth's Warming Club,Brian Hohlfeld,yona,Gallus want Yona braid feathers?
The Hearth's Warming Club,Brian Hohlfeld,gallus,Uhhh... pass.
The Hearth's Warming Club,Brian Hohlfeld,silverstream,Hearth's Warming Eve is here once again!
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",star swirl the bearded,"[voiceover] Dear Twilight, it is difficult to express how grateful I am to you for teaching me the power of friendship."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",star swirl the bearded,"[voiceover] You would think after more than a thousand years, there would be nothing left to learn."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",star swirl the bearded,"[voiceover] And yet, even a pony as old as I can continue to be surprised by how much there is to know."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,"[reading] ""I hope you find these postcards enjoyable, and I look forward to seeing you again, though I can't say when my journey will be complete. Your friend, Star Swirl."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,It must be gratifying to have your idol writing to you about the friendship lessons he's learning.
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,"I'm not sure I'll ever get used to it. Of course, if he really wants to learn about friendship, he could just come to our school."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",cozy glow,"Professor Sparkle? The mailpony just came with, uh, a few things."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,Ooh! The sewing machines I ordered for my class!
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",cozy glow,"These came, too. I wasn't sure what to make of them."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,"These machines were costly, but I am quite certain the friendship lessons I can teach my students with them will be invaluable."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,"Oh, don't worry, darling. I'll think of something. And I didn't use the school funds to buy these. I made the purchase entirely with my own bits."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,It's not that. It's this!
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,"[reading] ""Why waste your time at a friendship school that's just a school? Learn everything they teach and more at Friendship University""?!"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,Who would open another friendship school?
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,"Oh, pfft! I'm sure it's nothing to worry about. You're the Princess of Friendship. What could this other school possibly offer?"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",smolder,It isn't just another friendship school. It's a university!
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",ocellus,It says they teach the same lessons of competing schools in half the time. That's twice the learning!
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",gallus,And it's in Las Pegasus? If Professor Rarity lets us skip her sewing class <U+0096> road trip!
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,I think we need to look into this school.
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,I don't like to judge solely on appearances. But... what kind of friendship school is this?
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,There's more ponies in here than at our whole school. Who is running this place?
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flim,"[echoing] Welcome, friends! You are about to embark on a journey of amazing magnitude! One that will change your lives forever!"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,[echoing] Prepare yourselves to embrace a new path and become students of...
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,Flim and Flam. Of course.
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flim,If you're alone and you can't make friends We understand your plight
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,"Until now, there was just one way Your friendships could take flight"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flim,"There is a school real far away That'll teach you what to know But if you live here, you couldn't stay"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,You'd learn you have to go-o-o-o
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flim,"Now, there is an alternative to all of that adversity"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,"Not just a school, I'll have you know"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flim,"That's it, everypony, you heard correct!"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,"Friendship U, the one and only university of friendship!"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flim,"As you can see, we're a success By any kind of stat"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,"That may be so, for all I know But I still smell a rat"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,"Everypony, lookie here That other school's headmare"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flim,Her presence is a testament To the mutual respect...
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,"What?! No, it isn't!"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,It really is the final piece To make our work complete
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flim,To have the Friendship Princess Bless our school is such a treat
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,We're so honored!
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,How can anypony learn friendship in half the time?
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,"Our coursework is so accelerated, to take longer would be a crime!"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flim,The lessons that we teach have been Reviewed and checked and edited
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,Which might explain why our new school's
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flim,"That's it, everypony! Let's hear it! Tell us again why it's the best!"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,Accredited?
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,It means officially recognized or authorized.
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,We know what it means. But who would accredit this place?
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",chancellor neighsay,"Why, the EEA, of course."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,Chancellor Neighsay?!
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",chancellor neighsay,The Equestria Educational Association has taken an interest in institutions that teach friendship in a pony-first environment. Surely you didn't think your school has a monopoly on the concept?
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,"Well, she did write the book on it."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",chancellor neighsay,"Ah, yes. How to teach friendship to creatures who will one day use it as a weapon against us."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,How could they use friendship as a weapon?!
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",chancellor neighsay,"You tell me. It's your book. Meantime, this university appears to be a promising option for ponies who'd prefer to stick to the EEA book on the subject."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,You can't be serious. They're obviously up to something. It's Flim and Flam!
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flim,"[gasps] Well, that certainly wasn't friendly."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",chancellor neighsay,One would think the headmare of a school of friendship <U+0096> albeit an unaccredited one <U+0096> would behave differently. Unless she was trying to undermine the competition? Hmm?
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,I<U+0097> No! What?! I-I am not!
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,"Now, now, fillies and gentlecolts. Let's show the princess just how friendly we are by signing up for some classes!"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flim,Why don't I show you around?
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,"I'm sorry, but approval from the EEA won't convince me that this school is what you promise."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flim,And what would it take to convince you?
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,"Well, somepony whose opinion I respect, for one."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flim,Really? Somepony like... this?
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",star swirl the bearded,Twilight?
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,Uh-oh.
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,Star Swirl? What are you doing here?
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",star swirl the bearded,"Why, studying friendship at Flim and Flam's wonderful school!"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,"Oh, please. I think I know a disguise when I see one. Take off that ridiculous beard... Flam!"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,How's it going in here?
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",star swirl the bearded,[groans] It-It's really me.
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",chancellor neighsay,"I'd heard rumors you've returned, but I didn't believe it until now. And if a pony of your stature is studying here, there really isn't anything else I need to see. I, Chancellor Neighsay, hereby confer upon Friendship University complete and unreserved EEA accreditation!"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,I... I don't understand. Why would you come here and not my school?
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",star swirl the bearded,"My travels brought me to Las Pegasus. I didn't come for the school, but Flim and Flam convinced me to try it out."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,You can't trust Flim and Flam! They tried to con the Apples out of their farm! They sold fake health tonic! They run a resort in Las Pegasus!
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",flam,"Technically, our resort is a legitimate business."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",star swirl the bearded,"I spent a thousand years thinking the worst of a ""bad"" pony. You taught me to look for the best in him. Whatever Flim and Flam's past may be, starting this school shows they want to change for the better."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,I wish I could believe that.
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",star swirl the bearded,"Besides, what's untrustworthy about opening a school of friendship? They don't even charge for classes."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,"I don't know. But I know they're up to something. And until I find out, I'm begging you, come to my school instead."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",chancellor neighsay,"I understand feeling threatened by competition, but my word, Princess. I wonder if the ill manners of the creatures at your school aren't contagious. I think I will take my leave before I become infected."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",star swirl the bearded,"Twilight, I promise I'll visit your school soon. But for now, perhaps it's best if you return there."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,"You don't think they're running an actual friendship school, do you?"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,"Darling, of course not. Which is why we have to investigate!"
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,"But we can't go poking around the school. Everypony'll think I'm still just ""threatened by the competition""."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,Only if we do it as ourselves.
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,"In these disguises, we could pass as students at out own school."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,"[muffled] I don't know, Rarity."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,Ah-ah. What did I say about using our real names?
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",twilight sparkle,"Sorry, ""Plainity"". But I'm pretty sure this isn't enough of a disguise."
Friendship University,"Chris ""Doc"" Wyatt & Kevin Burke",rarity,[blows bubblegum] We sure are. Completely new.
